time,eccentricity,argument of perigee,inclination,mean anomaly,Brouwer mean motion,right ascension,is_maneuver
2010-04-25 12:13:31.467936,0.0011903,3.77315575138721,1.6061043375627415,-3.772436675735388,0.0634027411661784,5.077396668171272,False
2010-04-26 13:01:57.579456,0.0012071,3.6976597892629424,1.606109573550498,-3.696825521880489,0.0634027555435272,5.081759991301258,False
2010-04-27 22:06:32.422176,0.0012238,3.603563853300172,1.606097356245734,-3.602502693114958,0.0634027802565328,5.087575428368903,False
2010-04-28 12:59:36.035519,0.0012325,3.5660357837237906,1.60609386558723,-3.564917027673262,0.0634027947968965,5.090191676917643,False
2010-04-29 00:34:12.213407,0.0012525,3.529149995312142,1.606097356245734,-3.527919538189485,0.0634028085784037,5.092224985496215,False
2010-04-30 09:38:46.889375,0.0012649,3.4447074754421525,1.606090374928726,-3.4433443732963447,0.0634028300983509,5.098036931905357,False
2010-05-01 12:06:26.644320,0.0012805,3.3776641428852945,1.6060886295994738,-3.3761265078142872,0.063402854107348,5.1026882343619215,False
2010-05-02 12:54:52.673760,0.0012932,3.31073774738832,1.60610259223349,-3.309063976635657,0.063402857307721,5.107055048150412,False
2010-05-03 13:43:18.741216,0.0013106,3.248975781147996,1.6061113188797498,-3.2471327134578902,0.0634028580203317,5.111418371280398,False
2010-05-04 21:08:39.697727,0.0013379,3.1603828683167645,1.6061374988185295,-3.1582954545313786,0.0634028730455318,5.116954555667723,True
2010-05-05 00:27:07.147007,0.001339,3.1534574018448507,1.606132262830774,-3.1513769693764746,0.0634028737910276,5.117534004979386,False
2010-05-06 12:50:02.311008,0.001299,3.123697792769096,1.6061357534892775,-3.1206713918461366,0.0634056531033451,5.123928891358693,True
2010-05-07 12:50:02.311008,0.0013384392319130722,2.998175349122409,1.606126681675629,-2.993258576819536,0.06340869511501118,5.127851847921034,True
2010-05-08 02:52:25.312224,0.0012877,2.964244512306893,1.606132262830774,-2.9346472188515738,0.0634109979217934,5.130623974369343,False
2010-05-09 00:21:48.377664,0.0014503,2.780834842531817,1.606271889170933,-2.77917328908392,0.0634101029252727,5.134393885553651,False
2010-05-10 11:05:21.007680,0.001312,2.828710969243274,1.606106082891994,-2.8255850845529533,0.0634109812444501,5.14052697254516,False
2010-05-11 13:32:48.308064,0.0013308,2.761629239442872,1.6061130642090018,-2.758543497325345,0.0634110184619943,5.145185256318731,False
2010-05-12 20:57:54.779615,0.0013474,2.6836810897195527,1.606106082891994,-2.680375436116276,0.063411023944994,5.1507127140597975,False
2010-05-13 11:50:51.500832,0.0013538,2.646334534385378,1.6061043375627415,-2.642939868990248,0.0634110288558085,5.153339434584049,False
2010-05-14 20:55:10.915967,0.001385,2.5715436852789173,1.606097356245734,-2.567913400434768,0.0634110351716367,5.15915138099319,False
2010-05-15 01:52:49.808064,0.0013895,2.562186975158976,1.606106082891994,-2.5585636716318354,0.0634110316870173,5.160032772265447,False
2010-05-16 12:36:22.207391,0.0014041,2.481903574896488,1.6061148095382538,-2.4780603598835964,0.063411029384032,5.166139679318175,False
2010-05-17 13:24:36.749088,0.0014127,2.425541657361836,1.6061252815137657,-2.4215762693013043,0.0634110270209265,5.170506493106665,False
2010-05-18 12:33:38.318688,0.0014163,2.3670172768839617,1.6061270268430177,-2.3629192438002797,0.0634110347410489,5.174578346251568,True
2010-05-19 12:50:02.311008,0.001377423100867423,2.313243978276732,1.6061397255685808,-2.308392940292881,0.06340570365832536,5.1784182213912056,True
2010-05-20 04:14:49.576416,0.0015199,2.114190626769316,1.6061549521110496,-2.128612282378543,0.0634039333428668,5.181573625893561,True
2010-05-21 12:50:02.311008,0.0013737084784724472,2.2065841165627167,1.606142240129635,-2.201536259741879,0.06340542905601326,5.186839925408731,True
2010-05-22 05:52:08.667263,0.0013448,2.1559005052334754,1.6061601880988057,-2.159197432190493,0.0633963487767446,5.190302017482785,False
2010-05-23 18:15:29.776319,0.0013395,2.1997169961047933,1.606090374928726,-2.1954932993149665,0.063397075505789,5.196648034643036,False
2010-05-24 00:52:26.932511,0.0013554,2.052795179671911,1.6061270268430177,-2.0495645752264684,0.0633967022958191,5.197868019790181,False
2010-05-25 19:52:41.152512,0.0013574,1.989900494747043,1.6061549521110496,-1.9853067881557929,0.0633964481545655,5.205439258085332,False
2010-05-26 02:29:38.483232,0.0013633,1.9719009141712251,1.6061549521110496,-1.967324660872496,0.0633964395904081,5.206603392696412,False
2010-05-27 04:57:27.807839,0.0013654,1.920240913641445,1.6061462254647898,-1.915556449929093,0.0633964468344026,5.211261676469985,True
2010-05-28 12:50:02.311008,0.001354480478568888,1.8424608206970066,1.6061456146272621,-1.8373268096402853,0.06340468938670722,5.216574083273328,True
2010-05-29 12:50:02.311008,0.001350818856793729,1.7914694216831357,1.6061465463554179,-1.7864088779515592,0.06340449087262032,5.220885582441978,False
2010-05-30 02:25:29.736768,0.0013112,1.7742772829679077,1.6061427348062858,-1.7359132006798212,0.0634060237053609,5.223480726563197,False
2010-05-31 23:04:00.506208,0.0013056,1.6652867071686177,1.6061968400130977,-1.66042421987256,0.0634060532054376,5.231338198855676,False
2010-06-01 18:54:41.448672,0.0013006,1.627327541266993,1.6061706600743175,-1.6226203882743624,0.0634060615637148,5.234848055981437,False
2010-06-02 09:47:42.297215,0.0013002,1.5945258233050117,1.6061724054035695,-1.5897959810321076,0.0634060681906269,5.237473031176436,False
2010-06-03 12:15:17.112671,0.001297,1.5406038760646468,1.6061724054035695,-1.5359089403767818,0.0634060618536423,5.242134805608512,False
2010-06-04 22:58:59.079935,0.0013002,1.4665460652440232,1.6061689147450655,-1.461851129556159,0.0634060600932467,5.248248693978248,False
2010-06-05 05:35:52.786175,0.0012987,1.451850392942231,1.6061741507328218,-1.4471729105468851,0.0634060572500489,5.249416319247834,False
2010-06-06 11:21:54.457343,0.0012976,1.38942520158615,1.6061601880988057,-1.384765172483326,0.0634060578536729,5.2546575429915725,False
2010-06-07 12:10:15.815136,0.0012982,1.348471050688103,1.6061566974403017,-1.3438337108655531,0.063406061074622,5.259029592767818,False
2010-06-08 19:35:30.905951,0.0013016,1.2820996698932623,1.6061514614525458,-1.277488510009494,0.0634060603784218,5.264567522484396,False
2010-06-09 12:07:45.158591,0.0012974,1.2484689205365838,1.6061427348062858,-1.2439031392133666,0.0634060555602644,5.267482222335227,False
2010-06-10 19:33:00.216576,0.0012917,1.192077332404647,1.6061479707940416,-1.1875534389834783,0.0634060571301039,5.273020152051805,False
2010-06-11 00:30:40.472928,0.0012879,1.1809595850694432,1.6061532067817978,-1.1764863061965825,0.063406052582275,5.273899797994809,False
2010-06-12 11:14:22.414272,0.0012814,1.1072333868066986,1.6061532067817978,-1.102840393079429,0.0634060444967779,5.280011941035293,False
2010-06-13 18:39:37.452384,0.0012738,1.045307359616688,1.6061532067817978,-1.0409894150472525,0.0634060496521455,5.285544634764116,False
2010-06-14 19:27:58.805855,0.0012685,0.9955497679715816,1.6061671694158135,-0.991299891242976,0.0634060491349307,5.289921920528117,False
2010-06-15 18:37:06.743135,0.0012653,0.948644044324234,1.6061671694158135,-0.9444866700459826,0.063406043934153,5.294000754990027,True
2010-06-16 21:04:42.585023,0.0013306,0.8303543542703182,1.6061985853423495,-0.8273872945419276,0.0634056297869639,5.298667765409861,False
2010-06-17 08:39:18.504576,0.0013059,0.9051836006203232,1.6062125479763656,-0.901905872285078,0.0634052898064999,5.300722017939458,False
2010-06-18 11:06:56.820095,0.0011938,0.8089583629701197,1.606161933428058,-0.8061815441301965,0.0634043870048494,5.305382047042283,True
2010-06-19 11:55:21.553536,0.0012192,0.7619531555554084,1.6061950946838457,-0.7583822119058272,0.0634043135627821,5.309750606160025,False
2010-06-20 17:41:26.324736,0.0011984,0.7035701467469462,1.6061933493545937,-0.6999032099885056,0.0634042992415295,5.315004047208529,False
2010-06-21 21:48:17.309087,0.0011845,0.6466025999618513,1.6061916040253417,-0.6430787802020745,0.0634042825178547,5.319960782284192,False
2010-06-22 19:18:13.955615,0.0011838,0.5939599790631982,1.6061863680375856,-0.5905199351075181,0.0634042824328417,5.323751637419524,False
2010-06-23 08:32:02.648543,0.0011813,0.5634428970920774,1.6061846227083338,-0.5600604490017105,0.0634042846328581,5.326083397300188,False
2010-06-24 10:59:40.006751,0.0011661,0.5037910339174152,1.6061828773790816,-0.5005325042039415,0.0634042894967108,5.330745171732264,False
2010-06-25 18:24:58.076639,0.0011602,0.4323494716455313,1.6061916040253417,-0.429261984198753,0.0634042981151354,5.336283101448843,False
2010-06-26 19:13:21.815615,0.0011464,0.3780051547261839,1.6061985853423495,-0.3750346043392891,0.0634043066167178,5.340655151225089,False
2010-06-27 12:50:02.311008,0.0011318107748815164,1.8065080009556562,1.6061989315131036,-1.8037580664313497,0.06340446462266526,5.344084863162466,False
2010-06-28 04:17:53.471904,0.0011355,0.2996032193973466,1.606207311988609,-0.2968351272036829,0.0634043041783719,5.346486296256002,False
2010-06-29 10:03:57.972672,0.0011113,0.2372687851623691,1.6062195292933736,-0.2346333379918581,0.063404304329343,5.351737991975253,False
2010-06-30 09:13:08.133024,0.0011013,0.1817795322537134,1.6062125479763656,-0.1792645128015886,0.0634043075359851,5.355820317095668,False
2010-07-01 19:56:53.368800,0.0010673,0.1043113480746931,1.6062160386348694,-0.1019586442430062,0.0634043095107791,5.361951658757923,False
2010-07-02 19:06:03.516192,0.0010505,0.050455723345904,1.6062090573178616,-0.0482339192081155,0.0634043097886942,5.36604445585385,False
2010-07-03 08:19:52.191839,0.0010461,0.0197763257543477,1.606207311988609,-0.0176225894573871,0.0634043075748372,5.368377961063766,False
2010-07-04 09:08:15.941183,0.0010273,6.240368889969662,1.606207311988609,-6.238346053366601,0.0634043058244243,5.372755246827769,False
2010-07-05 16:33:34.043039,0.0010164,6.1675048843574025,1.6062108026471136,-6.165637382057768,0.0634043029954442,5.378301903190606,False
2010-07-06 20:40:24.979008,0.0010011,6.098382864661419,1.6062142933056176,-6.09664277139718,0.0634043028753135,5.383269110241782,False
2010-07-07 04:56:32.901504,0.0010044,6.079709586994332,1.6062160386348694,-6.078027089595409,0.0634042997139329,5.384728205496449,False
2010-07-08 09:03:23.896224,0.0009883,6.010969794404535,1.6062195292933736,-6.009388526102227,0.0634042937816518,5.389686685901365,False
2010-07-09 19:47:09.207167,0.0009664,5.921242417559506,1.6062160386348694,-5.919804266255863,0.0634042911878234,5.395812791575866,False
2010-07-10 17:17:05.810495,0.0009534,5.863239890527979,1.6062177839641214,-5.8619082043087065,0.0634042895976722,5.399607137369701,False
2010-07-11 21:23:56.779296,0.0009329,5.786921878326022,1.6062212746226256,-5.785714110483641,0.0634042867239648,5.404567363103869,False
2010-07-12 20:33:07.026048,0.0009245,5.727746490037155,1.6062247652811297,-5.726606790035603,0.0634042850315815,5.408653178882787,False
2010-07-13 18:03:03.680352,0.0009071,5.669656696543028,1.6062282559396337,-5.66858331905305,0.0634042825078887,5.412449270005875,False
2010-07-14 00:39:58.023359,0.0009059,5.652184205401312,1.6062317465981375,-5.65115795180114,0.0634042791120423,5.413620385933963,False
2010-07-15 08:05:16.214207,0.0008967,5.574969093963831,1.606238727915145,-5.574019634850746,0.0634042848177164,5.4191670422968015,False
2010-07-16 10:32:53.619936,0.0008873,5.499816961702208,1.6062404732443971,-5.4989373157592025,0.0634042897393309,5.4238445246921465,False
2010-07-17 19:37:25.350528,0.0008686,5.404431227422213,1.6062404732443971,-5.403612668003028,0.0634043050759127,5.429686141698571,False
2010-07-18 00:35:06.068255,0.0008655,5.39076704470835,1.6062422185736496,-5.39001480780074,0.063404303399568,5.430562296983073,False
2010-07-19 06:21:10.632096,0.0008625,5.309218280738167,1.6062247652811297,-5.308513167720361,0.0634043136480521,5.435813992702324,False
2010-07-20 08:48:47.963520,0.0008415,5.218112093784063,1.6062212746226256,-5.217457595314566,0.0634043283597765,5.440489729768417,False
2010-07-21 09:37:11.743968,0.0008364,5.134011658447464,1.6062212746226256,-5.133364141294972,0.063404340114485,5.444861779544662,True
2010-07-22 18:41:43.366559,0.0008169,5.015859849404456,1.6062300012688853,-5.015292617397557,0.0634043516158611,5.450696415234079,False
2010-07-23 19:30:07.125408,0.0008121,4.93326737854158,1.6062334919273895,-4.932721090485707,0.0634043587076089,5.455070210339577,False
2010-07-24 10:23:09.378816,0.0008093,4.885749044326782,1.6062369825858935,-4.885223700221932,0.0634043592445908,5.457695185534576,False
2010-07-25 19:27:41.069664,0.0008034,4.779947185070886,1.6062474545614054,-4.779427076953791,0.06340436544425,5.463538547870253,False
2010-07-26 08:41:29.754816,0.0007999,4.738151785473377,1.6062544358784134,-4.7376316773562825,0.0634043649015104,5.465873798409421,False
2010-07-27 17:46:01.458623,0.0008006,4.628894174298533,1.6062561812076654,-4.628363594205927,0.0634043699553288,5.471720651403603,False
2010-07-28 18:34:25.268447,0.0008,4.552267238818974,1.6062614171954213,-4.551715714775343,0.0634043685542957,5.476106663813864,False
2010-07-29 19:22:49.060127,0.0008001,4.474271965205851,1.6062561812076654,-4.473704733198954,0.0634043697367802,5.48048744023637,False
2010-07-30 20:11:12.873407,0.0008029,4.392752871832952,1.6062544358784134,-4.392159459887274,0.063404367654895,5.48487170731738,False
2010-07-31 17:41:09.505247,0.0008037,4.324800222735805,1.6062491998906574,-4.324161432229576,0.0634043732948176,5.488667798440468,False
2010-08-01 18:29:33.322848,0.0008073,4.255311683896903,1.6062439639029016,-4.254643222793389,0.0634043722052482,5.493050320192225,False
2010-08-02 19:17:57.160319,0.0008115,4.17870743769762,1.6062369825858935,-4.177988362045798,0.0634043695579598,5.497429351285478,False
2010-08-03 18:27:07.421759,0.0008152,4.111503534849578,1.6062300012688853,-4.110725118003188,0.0634043694888976,5.50151691239365,False
2010-08-04 17:36:17.684927,0.000825,4.032691447146522,1.6062212746226256,-4.031850198447062,0.0634043661583756,5.505604473501821,False
2010-08-05 06:50:06.421920,0.0008239,3.9966399261173273,1.6062177839641214,-3.995767261491329,0.0634043620376035,5.507939724040989,False
2010-08-06 09:17:43.869984,0.000839,3.91080812416275,1.6062247652811297,-3.909867391695926,0.0634043586563385,5.512608479790074,False
2010-08-07 20:01:29.307936,0.0008496,3.806879003194244,1.6062300012688853,-3.8058021350457634,0.0634043597037056,5.518741566781582,False
2010-08-08 17:31:26.002848,0.0008585,3.743343782433894,1.6062334919273895,-3.742190119798326,0.0634043601982173,5.522535912575417,False
2010-08-09 19:59:03.493247,0.0008664,3.667654088762656,1.6062439639029016,-3.666400942359725,0.0634043563920744,5.527211649641511,False
2010-08-10 17:29:00.181248,0.0008821,3.604682609350701,1.6062439639029016,-3.603354413789932,0.0634043572240757,5.531009486093851,False
